顧客ID,利用日,トレーニング時間,トレーナー利用
372,2022-05-08,1.5,はい
872,2022-01-02,1.4,はい
214,2022-11-07,1.1,いいえ
91,2022-09-04,1.0,いいえ
690,2022-11-02,1.9,はい
611,2022-04-15,1.4,いいえ
603,2022-07-20,1.1,はい
965,2022-06-12,1.0,いいえ
569,2022-11-26,1.8,はい
6,2022-03-01,1.5,いいえ
139,2022-04-25,1.0,はい
719,2022-01-19,1.3,いいえ
79,2022-04-17,1.7,はい
207,2022-04-27,1.1,いいえ
937,2022-07-23,1.3,いいえ
151,2022-05-16,1.9,はい
397,2022-07-06,0.9,はい
267,2022-01-04,0.7,いいえ
292,2022-01-31,1.5,いいえ
217,2022-03-05,0.7,いいえ
543,2022-08-05,0.8,いいえ
958,2022-12-31,1.3,いいえ
947,2022-02-10,1.7,はい
203,2022-04-30,1.5,いいえ
275,2022-10-10,1.3,いいえ
315,2022-10-23,0.6,はい
857,2022-05-02,1.6,はい
61,2022-07-29,1.7,いいえ
849,2022-05-13,1.3,はい
239,2022-08-02,0.7,はい
363,2022-03-15,1.9,いいえ
816,2022-02-07,1.4,はい
5,2022-04-21,2.0,いいえ
527,2022-07-31,2.0,いいえ
21,2022-11-08,1.5,いいえ
912,2022-12-25,1.1,はい
733,2022-04-04,0.9,いいえ
499,2022-03-20,1.8,いいえ
291,2022-04-25,1.0,はい
728,2022-11-24,0.6,はい
113,2022-05-05,0.7,はい
4,2022-06-12,2.0,はい
142,2022-01-24,0.8,いいえ
214,2022-10-08,0.6,はい
908,2022-12-11,1.0,いいえ
592,2022-07-14,1.0,いいえ
312,2022-12-25,1.2,はい
698,2022-07-10,1.5,はい
672,2022-08-21,1.0,いいえ
274,2022-12-19,1.6,はい
603,2022-04-02,1.1,はい
801,2022-11-29,1.9,はい
346,2022-11-27,1.9,いいえ
476,2022-01-20,0.8,はい
623,2022-05-21,1.7,はい
449,2022-08-29,1.0,はい
199,2022-07-09,1.0,はい
536,2022-04-03,1.9,はい
608,2022-01-04,1.2,いいえ
152,2022-11-13,1.4,はい
984,2022-06-13,1.2,はい
113,2022-02-09,1.2,はい
888,2022-06-25,1.5,はい
474,2022-03-21,1.9,はい
553,2022-05-17,0.8,いいえ
325,2022-09-24,1.5,はい
970,2022-11-07,1.1,いいえ
865,2022-11-26,1.9,はい
769,2022-04-24,0.9,はい
697,2022-12-27,1.7,はい
975,2022-12-14,1.2,はい
261,2022-12-20,1.1,はい
181,2022-07-30,1.8,いいえ
795,2022-02-17,2.0,はい
290,2022-04-14,0.5,はい
144,2022-05-12,1.0,いいえ
90,2022-07-18,0.8,はい
904,2022-01-03,1.2,いいえ
247,2022-08-08,1.6,はい
372,2022-11-08,0.6,いいえ
100,2022-04-05,1.7,いいえ
545,2022-06-21,1.4,いいえ
5,2022-04-15,1.5,いいえ
326,2022-01-07,1.1,いいえ
335,2022-04-25,1.3,いいえ
386,2022-12-17,1.0,いいえ
276,2022-09-01,2.0,はい
277,2022-12-28,1.2,はい
795,2022-10-25,1.8,いいえ
346,2022-07-13,0.6,はい
442,2022-09-09,1.7,いいえ
431,2022-04-05,0.6,いいえ
921,2022-11-06,1.8,いいえ
970,2022-03-21,1.6,はい
240,2022-07-23,1.8,はい
727,2022-01-03,0.8,はい
960,2022-06-06,1.2,はい
418,2022-08-15,0.6,はい
312,2022-08-27,1.9,いいえ
402,2022-07-21,1.0,いいえ
330,2022-08-29,2.0,いいえ
667,2022-11-25,1.7,はい
246,2022-06-26,1.2,いいえ
740,2022-06-07,0.9,はい
56,2022-11-25,2.0,いいえ
762,2022-10-28,1.4,はい
122,2022-11-06,0.8,いいえ
253,2022-11-16,1.4,はい
6,2022-10-12,0.5,はい
821,2022-07-02,0.5,いいえ
567,2022-06-25,1.2,はい
83,2022-07-09,1.1,はい
252,2022-02-20,1.7,いいえ
296,2022-10-08,1.5,いいえ
890,2022-12-03,1.2,いいえ
997,2022-09-09,1.7,いいえ
823,2022-08-16,0.8,いいえ
224,2022-07-30,1.2,はい
625,2022-05-10,1.5,はい
727,2022-01-13,1.3,はい
982,2022-04-24,0.7,いいえ
428,2022-09-13,1.3,はい
225,2022-09-26,1.2,いいえ
334,2022-01-11,0.7,はい
347,2022-04-24,1.6,いいえ
211,2022-09-30,1.4,はい
776,2022-06-06,1.0,いいえ
936,2022-10-28,1.2,いいえ
310,2022-05-28,1.5,はい
434,2022-02-19,1.2,はい
843,2022-05-13,1.5,はい
285,2022-11-26,1.2,いいえ
540,2022-06-16,1.1,はい
437,2022-10-16,1.7,はい
733,2022-07-05,1.6,はい
174,2022-04-12,0.9,いいえ
282,2022-06-13,0.7,いいえ
45,2022-05-06,0.8,はい
355,2022-10-19,1.9,いいえ
324,2022-01-27,1.4,はい
618,2022-10-18,1.7,はい
903,2022-08-30,1.7,いいえ
681,2022-08-17,0.8,はい
83,2022-08-19,1.6,はい
958,2022-01-29,0.9,はい
46,2022-01-28,1.6,はい
645,2022-10-12,1.0,いいえ
128,2022-11-24,1.4,はい
385,2022-03-01,0.8,はい
777,2022-11-20,1.4,いいえ
613,2022-06-01,1.2,はい
789,2022-09-10,1.1,はい
691,2022-08-19,0.8,はい
786,2022-08-09,1.1,はい
17,2022-03-06,1.6,はい
838,2022-01-17,1.1,はい
209,2022-08-20,1.1,はい
547,2022-12-18,1.2,いいえ
340,2022-11-17,1.1,はい
626,2022-07-22,1.3,はい
385,2022-02-20,1.7,はい
390,2022-07-30,1.9,はい
144,2022-02-15,0.6,いいえ
7,2022-07-11,1.1,いいえ
998,2022-01-23,0.7,いいえ
308,2022-03-03,1.9,いいえ
332,2022-11-17,1.4,いいえ
304,2022-02-27,1.5,いいえ
965,2022-08-15,1.2,はい
389,2022-10-24,0.6,はい
943,2022-01-25,1.3,いいえ
504,2022-08-30,1.8,はい
816,2022-01-03,1.6,いいえ
59,2022-08-22,1.7,はい
155,2022-06-19,1.5,いいえ
667,2022-10-10,1.2,はい
612,2022-01-14,1.3,いいえ
40,2022-03-15,1.5,いいえ
471,2022-01-18,1.1,はい
645,2022-03-06,1.7,はい
837,2022-08-07,0.9,はい
831,2022-01-08,0.9,いいえ
683,2022-08-12,0.6,はい
842,2022-05-31,1.8,いいえ
452,2022-06-04,1.6,はい
622,2022-01-03,1.2,いいえ
675,2022-11-13,0.7,いいえ
314,2022-07-12,1.1,いいえ
158,2022-11-18,1.7,いいえ
483,2022-02-06,1.0,はい
548,2022-07-06,1.8,いいえ
519,2023-01-01,1.9,はい
151,2022-11-12,0.8,はい
643,2022-09-17,0.5,いいえ
316,2022-12-04,0.7,はい
845,2022-06-14,0.5,はい
189,2022-05-25,0.8,いいえ
572,2022-09-25,1.1,はい
4,2022-06-05,1.0,いいえ
132,2022-11-14,1.2,いいえ
446,2022-08-12,1.4,いいえ
477,2022-10-02,1.1,いいえ
129,2022-04-19,1.4,いいえ
87,2022-03-23,0.9,はい
912,2022-03-07,1.3,いいえ
743,2022-10-19,1.4,はい
573,2022-06-06,0.8,はい
490,2022-06-07,1.2,はい
555,2022-09-27,0.9,いいえ
308,2022-12-31,0.9,はい
37,2022-12-26,2.0,はい
515,2022-04-10,0.7,はい
188,2022-10-07,2.0,いいえ
711,2022-12-18,0.8,はい
381,2022-12-19,0.8,いいえ
809,2022-09-12,1.7,はい
284,2022-08-17,1.7,いいえ
555,2022-11-08,1.7,はい
865,2022-02-25,1.4,いいえ
948,2022-12-26,1.8,はい
367,2022-06-11,1.8,いいえ
4,2022-07-15,0.8,はい
191,2022-03-22,1.5,いいえ
234,2022-03-22,1.2,はい
176,2022-10-26,1.2,はい
540,2022-07-08,0.8,いいえ
995,2022-12-29,1.1,いいえ
670,2022-09-25,1.1,いいえ
3,2022-02-01,0.8,いいえ
353,2022-11-26,1.9,いいえ
392,2022-06-23,1.8,はい
186,2022-04-04,0.9,いいえ
345,2022-02-24,1.5,はい
815,2022-12-20,1.1,いいえ
543,2022-05-06,2.0,いいえ
759,2022-04-07,1.6,はい
589,2022-07-26,0.8,いいえ
153,2022-03-20,1.3,いいえ
769,2022-01-31,1.0,いいえ
712,2022-01-19,0.8,いいえ
421,2022-09-06,1.2,はい
723,2022-02-03,0.7,いいえ
134,2022-01-01,1.9,いいえ
768,2022-12-26,0.6,いいえ
501,2022-05-02,1.8,いいえ
457,2022-07-06,0.8,いいえ
825,2022-12-28,1.0,いいえ
634,2022-11-11,1.7,いいえ
550,2022-06-17,1.0,いいえ
347,2022-06-09,1.7,はい
698,2022-09-16,0.8,いいえ
97,2022-11-12,1.3,いいえ
355,2022-07-04,0.6,いいえ
365,2022-01-22,1.1,はい
834,2022-01-15,1.4,はい
997,2022-02-13,1.5,はい
127,2022-04-11,1.1,はい
612,2022-08-08,1.1,いいえ
581,2022-01-25,1.9,はい
892,2022-02-11,1.0,いいえ
67,2022-05-12,1.5,はい
807,2022-09-26,1.1,いいえ
838,2022-08-14,1.5,いいえ
862,2022-02-21,1.7,はい
459,2022-10-20,1.5,いいえ
32,2022-11-11,0.8,いいえ
333,2022-08-13,0.6,いいえ
617,2022-12-09,1.6,いいえ
718,2022-10-31,0.9,はい
660,2022-10-24,1.9,いいえ
868,2022-11-02,1.8,はい
887,2022-03-02,1.8,いいえ
694,2022-12-23,1.1,はい
11,2022-12-19,1.1,はい
388,2022-08-28,0.7,はい
659,2022-06-05,1.5,いいえ
838,2022-03-16,1.0,はい
173,2022-02-09,1.6,いいえ
889,2022-06-02,1.0,はい
176,2022-08-10,1.8,はい
465,2022-03-15,2.0,いいえ
840,2022-08-03,1.5,はい
331,2022-05-07,1.1,いいえ
393,2022-03-29,1.1,いいえ
744,2022-07-19,1.2,いいえ
657,2022-12-18,1.3,はい
624,2022-03-30,0.7,はい
91,2022-05-10,1.5,いいえ
764,2022-08-15,1.6,いいえ
79,2022-01-31,1.9,はい
511,2022-04-05,1.8,はい
63,2022-08-26,0.7,いいえ
503,2022-07-04,1.3,はい
994,2022-07-07,1.0,いいえ
398,2022-01-09,1.1,いいえ
530,2022-10-31,1.4,いいえ
209,2022-01-05,0.7,いいえ
664,2022-10-08,1.4,いいえ
68,2022-11-27,2.0,いいえ
347,2022-03-02,0.6,いいえ
853,2022-12-03,0.6,いいえ
875,2022-07-16,0.9,はい
60,2022-04-27,1.1,はい
152,2022-10-05,1.3,いいえ
49,2022-03-15,1.8,いいえ
776,2022-05-13,0.9,いいえ
19,2022-10-05,1.2,はい
94,2022-04-26,1.8,いいえ
27,2022-10-02,1.1,はい
923,2022-09-15,1.8,いいえ
159,2022-12-01,1.9,いいえ
522,2022-10-11,1.4,いいえ
413,2022-04-14,1.4,いいえ
10,2022-02-22,0.8,いいえ
896,2022-01-31,0.9,はい
625,2022-02-16,1.3,いいえ
863,2022-07-19,0.8,いいえ
403,2022-05-13,1.7,いいえ
802,2022-02-04,1.9,はい
305,2022-05-31,1.6,いいえ
300,2022-07-11,1.9,はい
625,2022-12-30,1.2,いいえ
659,2022-04-28,1.3,いいえ
527,2022-01-17,1.8,はい
481,2022-11-18,1.2,いいえ
109,2022-04-27,0.8,はい
828,2022-06-03,1.5,はい
817,2022-09-16,1.8,はい
598,2022-09-20,0.6,いいえ
713,2022-09-23,0.8,いいえ
124,2022-02-24,2.0,はい
453,2022-06-14,1.4,いいえ
856,2022-10-09,1.4,はい
364,2022-12-17,0.6,いいえ
528,2022-07-27,1.5,いいえ
709,2022-06-13,1.6,いいえ
89,2022-09-21,1.4,はい
978,2022-11-10,1.4,いいえ
988,2022-04-22,1.6,はい
673,2022-08-19,1.3,はい
985,2022-07-14,0.7,いいえ
359,2022-03-10,1.8,いいえ
555,2022-11-27,0.7,はい
740,2022-06-06,1.0,はい
423,2022-09-14,0.9,いいえ
763,2022-01-23,1.0,いいえ
283,2022-11-24,0.6,はい
326,2022-03-05,1.8,いいえ
13,2022-08-16,0.7,はい
21,2022-03-23,0.8,いいえ
624,2022-09-15,0.9,いいえ
2,2022-02-07,0.7,はい
532,2022-03-31,1.4,はい
733,2022-03-27,0.7,はい
489,2022-12-20,1.4,はい
150,2022-03-03,1.6,はい
274,2022-05-08,0.9,いいえ
474,2022-08-15,1.8,いいえ
572,2022-06-01,0.5,いいえ
858,2022-05-18,0.6,いいえ
770,2022-09-06,1.2,いいえ
403,2022-04-02,0.7,いいえ
763,2022-11-29,1.5,はい
202,2022-03-01,1.6,いいえ
50,2022-04-02,0.9,はい
565,2022-04-16,0.8,はい
829,2022-12-03,0.7,いいえ
89,2022-09-09,0.8,はい
35,2022-03-12,0.7,はい
667,2022-08-17,0.5,はい
974,2022-06-24,0.6,いいえ
226,2022-04-29,1.3,はい
334,2022-11-08,1.8,いいえ
354,2022-07-10,1.0,いいえ
726,2022-03-04,0.8,いいえ
704,2022-07-27,1.0,いいえ
502,2022-01-08,2.0,はい
847,2022-07-29,1.1,はい
307,2022-01-29,0.7,はい
745,2022-05-20,2.0,いいえ
600,2022-03-25,0.6,はい
752,2022-08-26,0.9,はい
408,2022-03-11,0.6,いいえ
173,2022-06-06,1.3,はい
903,2022-08-14,0.5,はい
921,2022-09-27,1.1,はい
497,2022-02-26,1.5,はい
904,2022-02-23,1.7,いいえ
996,2022-09-28,1.3,いいえ
946,2022-11-12,1.8,いいえ
693,2022-08-29,1.2,はい
602,2022-05-14,1.9,いいえ
124,2022-11-22,0.6,はい
150,2022-05-17,1.5,いいえ
197,2022-07-21,0.6,いいえ
836,2022-11-02,1.5,はい
27,2022-07-02,1.5,はい
623,2022-08-19,0.9,いいえ
268,2022-08-12,1.6,いいえ
981,2022-04-02,1.1,いいえ
924,2022-09-20,0.5,はい
847,2022-09-30,1.9,はい
308,2022-02-07,0.7,いいえ
54,2022-07-01,1.3,いいえ
495,2022-06-11,1.4,はい
292,2022-06-30,1.2,はい
375,2022-07-26,1.9,いいえ
680,2022-12-11,0.6,いいえ
492,2022-05-08,1.7,いいえ
634,2022-12-24,1.5,はい
391,2022-02-28,1.8,いいえ
912,2022-08-19,1.0,いいえ
277,2022-10-27,0.7,いいえ
672,2022-04-11,1.0,いいえ
885,2022-12-15,1.2,いいえ
761,2022-11-27,0.5,いいえ
164,2022-07-06,1.5,いいえ
606,2022-04-11,1.6,はい
224,2022-12-12,0.9,はい
172,2022-12-10,1.7,はい
27,2022-04-26,1.1,はい
165,2022-04-14,1.2,はい
962,2022-08-27,1.1,はい
426,2022-06-19,1.7,はい
716,2022-04-30,1.4,はい
892,2022-03-07,1.9,はい
387,2022-04-10,1.8,いいえ
767,2022-06-16,1.0,いいえ
978,2022-01-05,2.0,はい
214,2022-06-15,0.8,はい
903,2022-02-20,2.0,いいえ
869,2022-03-03,0.5,はい
218,2022-02-11,0.9,はい
929,2022-12-15,0.7,はい
493,2022-06-21,0.7,はい
481,2022-02-01,1.8,はい
842,2022-06-08,1.1,はい
467,2022-01-12,1.8,いいえ
509,2022-06-22,0.7,はい
423,2022-01-12,1.1,いいえ
369,2022-03-18,1.2,いいえ
779,2022-08-01,1.9,はい
729,2022-07-02,1.9,いいえ
830,2022-11-27,0.6,はい
15,2022-10-18,0.6,いいえ
864,2022-02-13,1.7,はい
879,2022-08-24,1.5,いいえ
265,2022-09-24,1.7,はい
644,2022-02-25,0.6,はい
107,2022-08-26,1.5,はい
905,2022-05-15,1.5,はい
164,2022-04-15,1.1,はい
418,2022-05-12,0.9,はい
403,2022-08-29,0.6,いいえ
753,2022-03-11,0.6,はい
107,2022-11-13,1.2,いいえ
405,2022-07-18,0.5,はい
947,2022-09-11,1.9,いいえ
123,2022-05-07,2.0,いいえ
442,2022-02-21,1.3,はい
389,2022-03-17,1.9,いいえ
631,2022-12-18,0.7,はい
189,2022-02-10,0.6,いいえ
695,2023-01-01,1.0,はい
658,2022-01-04,1.2,はい
148,2022-11-10,0.9,はい
126,2022-09-14,0.9,はい
543,2022-05-13,0.8,いいえ
395,2022-02-14,1.8,いいえ
617,2022-11-01,0.6,はい
535,2022-08-06,1.2,はい
145,2022-08-21,0.9,はい
366,2022-02-02,1.0,はい
997,2022-10-31,1.6,はい
964,2022-12-13,1.6,はい
891,2022-08-10,1.8,いいえ
340,2022-07-11,1.0,はい
876,2022-03-08,1.2,いいえ
583,2022-05-01,1.1,はい
399,2022-10-01,1.9,いいえ
262,2022-10-05,1.0,いいえ
567,2022-09-30,1.2,はい
855,2022-03-17,2.0,いいえ
576,2022-05-17,0.9,はい
599,2022-03-16,1.6,はい
175,2022-05-18,0.7,いいえ
928,2022-06-06,1.6,いいえ
721,2022-10-31,1.8,いいえ
718,2022-12-01,1.3,いいえ
548,2022-11-24,0.8,いいえ
916,2022-10-14,0.8,いいえ
782,2022-12-29,1.2,はい
944,2022-04-30,1.4,はい
372,2022-10-01,0.7,はい
979,2022-03-27,1.7,いいえ
681,2022-04-15,0.7,はい
196,2022-11-08,0.8,はい
565,2022-03-08,0.6,いいえ
7,2022-10-23,0.8,いいえ
533,2022-07-21,1.2,はい
211,2022-01-08,1.2,はい
591,2022-04-12,1.5,はい
461,2022-11-29,1.3,いいえ
403,2022-07-17,1.3,はい
236,2022-11-15,0.8,はい
908,2022-03-24,1.0,はい
629,2022-10-12,2.0,はい
207,2022-02-25,1.3,いいえ
392,2022-09-06,1.7,いいえ
279,2022-09-09,1.6,はい
301,2022-04-26,1.7,はい
41,2022-02-17,1.8,いいえ
50,2022-08-07,0.6,いいえ
524,2022-11-18,1.2,いいえ
363,2022-02-09,1.4,いいえ
564,2022-01-01,2.0,いいえ
998,2022-05-14,1.8,はい
237,2022-02-02,0.5,いいえ
705,2022-02-01,1.7,はい
327,2022-01-06,0.8,はい
518,2022-05-24,0.8,はい
209,2022-07-05,1.9,はい
299,2022-09-27,1.8,いいえ
114,2022-07-16,1.1,はい
667,2022-11-19,1.7,はい
897,2022-05-09,1.9,はい
877,2022-06-24,0.9,いいえ
470,2022-01-19,1.6,はい
610,2022-01-14,1.6,はい
261,2022-02-24,1.4,はい
4,2022-06-26,1.3,はい
865,2022-03-13,0.8,はい
932,2022-06-21,0.9,はい
775,2022-05-11,1.7,はい
291,2022-04-14,1.4,いいえ
207,2022-02-14,1.4,いいえ
794,2022-09-24,1.2,いいえ
763,2022-04-06,0.6,はい
127,2022-12-06,1.7,はい
199,2022-09-28,1.5,はい
784,2022-06-03,0.9,はい
904,2022-11-25,0.8,はい
653,2022-03-30,1.9,いいえ
44,2022-07-08,1.0,はい
75,2022-03-06,1.1,はい
655,2022-05-22,1.5,はい
775,2022-07-24,0.5,いいえ
427,2022-08-27,1.4,いいえ
583,2022-03-11,0.5,いいえ
342,2022-11-11,1.8,はい
632,2022-06-02,1.7,はい
323,2022-06-02,0.8,いいえ
354,2022-11-21,1.3,いいえ
24,2022-05-01,1.2,いいえ
551,2022-04-16,1.6,いいえ
439,2022-04-10,1.1,はい
118,2022-03-20,1.2,いいえ
274,2022-10-01,1.7,いいえ
198,2022-04-10,2.0,はい
877,2022-08-12,0.7,いいえ
910,2022-06-20,1.9,いいえ
731,2022-07-06,0.6,はい
801,2022-08-14,1.6,いいえ
19,2022-05-21,1.3,いいえ
463,2022-05-01,0.5,はい
973,2022-06-13,1.3,はい
334,2022-12-15,0.8,はい
366,2022-06-19,1.9,いいえ
354,2022-05-23,1.0,はい
732,2022-10-26,0.8,いいえ
541,2022-05-20,1.6,はい
209,2022-04-10,0.7,はい
939,2022-11-29,0.7,いいえ
721,2022-07-16,1.5,はい
43,2022-03-09,1.3,いいえ
984,2022-03-19,1.1,いいえ
732,2022-12-14,0.5,はい
226,2022-03-18,1.7,はい
383,2022-03-12,1.0,いいえ
238,2022-06-24,1.0,はい
266,2022-01-16,1.1,いいえ
967,2022-03-20,1.8,いいえ
102,2022-11-01,1.9,いいえ
105,2022-01-11,1.8,いいえ
94,2022-05-10,0.9,はい
917,2022-04-24,1.6,いいえ
147,2022-01-22,1.3,いいえ
547,2022-11-30,1.8,いいえ
90,2022-03-24,1.1,はい
170,2022-02-15,0.9,いいえ
936,2022-02-02,0.5,はい
189,2022-12-31,1.0,はい
208,2022-05-11,1.0,いいえ
607,2022-01-08,1.2,はい
477,2022-02-04,1.8,いいえ
97,2022-04-17,0.9,はい
775,2022-07-02,1.2,いいえ
752,2022-11-19,1.4,はい
74,2022-11-28,1.2,はい
655,2022-11-10,1.6,はい
509,2022-06-11,1.7,はい
287,2022-10-25,1.6,はい
277,2022-05-06,1.4,はい
529,2022-12-03,1.1,はい
201,2022-09-13,1.4,はい
503,2022-06-26,1.9,はい
296,2023-01-01,1.9,はい
142,2022-03-07,0.9,いいえ
746,2022-06-14,0.7,はい
625,2022-09-26,1.7,いいえ
111,2022-12-29,1.8,いいえ
730,2022-01-31,1.1,はい
25,2022-07-24,1.3,はい
287,2022-04-22,0.6,いいえ
213,2022-01-03,1.5,いいえ
707,2022-10-23,1.7,いいえ
839,2022-05-18,1.7,いいえ
225,2022-03-15,1.2,はい
844,2022-11-25,1.3,いいえ
587,2022-06-05,0.8,いいえ
723,2022-05-07,0.6,いいえ
221,2022-08-24,1.9,はい
676,2022-03-24,0.7,はい
68,2022-08-15,0.8,はい
454,2022-10-02,1.5,はい
578,2022-01-24,1.9,はい
982,2022-04-14,1.4,いいえ
104,2022-05-30,1.2,いいえ
287,2022-05-02,0.7,いいえ
303,2022-07-27,1.7,はい
391,2022-08-01,1.9,はい
69,2022-07-21,1.3,いいえ
469,2022-06-19,1.4,いいえ
671,2022-10-15,1.6,はい
676,2022-04-29,1.9,はい
388,2022-01-16,0.8,いいえ
968,2022-12-16,0.6,はい
302,2022-01-28,0.6,いいえ
139,2022-10-18,1.2,いいえ
190,2022-01-10,1.1,はい
883,2022-08-10,1.2,はい
160,2022-04-10,1.3,はい
120,2022-12-09,1.3,いいえ
832,2022-04-04,1.2,はい
586,2022-08-25,1.3,いいえ
933,2022-11-30,0.8,いいえ
848,2022-10-07,0.6,いいえ
111,2022-12-28,1.9,いいえ
418,2022-06-01,0.8,はい
725,2022-11-25,1.4,いいえ
477,2022-04-10,1.5,はい
337,2022-09-18,0.9,はい
851,2022-05-17,0.7,いいえ
326,2022-01-04,1.7,はい
572,2022-04-19,1.5,いいえ
903,2022-11-30,0.5,はい
376,2022-10-07,1.4,いいえ
985,2022-11-20,1.7,はい
369,2022-07-11,0.9,はい
815,2022-01-01,1.0,はい
420,2022-12-02,1.4,はい
625,2022-05-31,0.9,いいえ
845,2022-01-26,1.5,はい
545,2022-08-28,1.1,はい
599,2022-12-23,1.2,はい
610,2022-07-18,1.3,はい
159,2022-05-18,1.8,いいえ
900,2022-01-24,1.9,はい
429,2022-02-09,1.7,いいえ
124,2022-03-24,1.9,はい
125,2022-12-17,1.6,はい
469,2022-02-18,0.6,いいえ
35,2022-09-10,1.4,はい
699,2022-12-25,1.7,はい
147,2022-10-09,0.6,はい
236,2022-08-10,1.1,いいえ
606,2022-05-06,1.1,はい
144,2022-02-21,1.6,はい
873,2022-11-15,1.0,いいえ
563,2022-03-16,0.8,はい
187,2022-10-29,1.8,いいえ
864,2022-02-20,1.2,はい
110,2022-01-30,0.8,いいえ
440,2022-03-13,1.7,はい
297,2022-04-18,1.5,いいえ
559,2022-10-20,1.5,はい
784,2022-01-02,0.8,いいえ
689,2022-01-14,1.5,はい
341,2022-02-15,1.9,はい
341,2022-03-29,1.1,いいえ
962,2022-01-03,1.4,いいえ
204,2022-01-23,1.4,いいえ
49,2022-09-15,0.7,はい
595,2022-09-01,1.9,はい
511,2022-07-26,1.0,いいえ
239,2022-10-20,1.1,いいえ
971,2022-11-30,0.8,いいえ
532,2022-03-16,1.7,はい
509,2022-10-12,0.5,いいえ
189,2022-08-02,1.0,はい
48,2022-03-20,0.9,いいえ
426,2022-04-01,0.7,いいえ
903,2022-10-23,1.9,いいえ
31,2022-03-05,1.9,はい
473,2022-03-27,0.6,はい
430,2022-01-01,1.7,いいえ
229,2022-07-16,2.0,いいえ
590,2022-05-08,1.4,いいえ
62,2022-10-11,0.5,はい
776,2022-01-13,1.9,いいえ
718,2022-11-27,0.7,はい
893,2022-04-11,2.0,はい
555,2022-07-23,1.6,はい
317,2022-06-26,0.5,はい
385,2022-02-10,1.4,はい
350,2022-07-21,1.5,はい
251,2022-10-08,1.2,はい
648,2022-03-25,1.0,はい
289,2022-05-16,1.1,はい
602,2022-01-22,0.7,はい
297,2022-11-02,1.7,いいえ
670,2022-02-13,1.2,いいえ
795,2022-04-12,0.9,いいえ
341,2022-03-15,1.0,いいえ
980,2022-04-08,1.4,いいえ
182,2022-12-15,0.9,いいえ
976,2022-01-18,0.9,いいえ
35,2022-09-13,0.7,いいえ
463,2022-02-11,1.0,はい
523,2022-05-31,0.6,いいえ
795,2022-06-18,1.4,いいえ
552,2022-05-17,1.1,はい
421,2022-08-16,2.0,はい
148,2022-12-13,1.8,いいえ
22,2022-10-27,2.0,いいえ
566,2022-08-12,2.0,いいえ
508,2022-04-14,1.1,はい
510,2022-03-20,1.7,はい
356,2022-01-04,1.5,いいえ
701,2022-08-23,0.8,いいえ
872,2022-05-07,0.5,いいえ
933,2022-12-09,1.2,いいえ
29,2022-06-26,1.5,いいえ
79,2022-03-12,0.7,いいえ
901,2022-02-03,1.5,いいえ
266,2022-04-17,0.6,はい
803,2022-02-16,2.0,いいえ
109,2022-07-24,0.6,いいえ
372,2022-09-28,1.1,はい
310,2022-01-29,0.5,はい
90,2022-09-04,1.3,いいえ
504,2022-10-02,1.3,はい
144,2022-07-20,1.8,はい
165,2022-02-16,1.4,いいえ
166,2022-03-23,1.0,はい
312,2022-06-01,0.7,いいえ
25,2022-09-30,0.8,はい
98,2022-12-27,0.8,はい
216,2022-07-19,1.8,いいえ
707,2022-03-11,1.7,はい
820,2022-05-12,1.3,はい
924,2022-09-21,1.9,はい
963,2022-07-07,1.5,いいえ
734,2022-02-23,0.6,はい
156,2022-09-21,1.4,いいえ
251,2022-11-13,1.8,いいえ
274,2022-12-10,0.6,いいえ
735,2022-12-14,0.6,いいえ
181,2022-09-05,0.6,はい
971,2022-06-15,1.6,はい
814,2022-12-20,1.0,はい
645,2022-07-09,1.3,はい
757,2022-03-28,1.0,いいえ
770,2022-12-22,1.0,いいえ
492,2022-10-03,1.9,いいえ
489,2022-08-25,1.5,いいえ
934,2022-05-09,0.7,いいえ
776,2022-08-05,1.0,はい
208,2022-03-10,1.4,はい
217,2022-02-16,1.3,はい
71,2022-11-12,1.3,いいえ
357,2022-03-22,0.8,はい
181,2022-12-31,2.0,はい
93,2022-06-12,0.6,はい
448,2022-02-03,1.1,いいえ
84,2022-04-23,1.0,はい
839,2022-04-21,0.8,いいえ
317,2022-02-10,0.8,はい
94,2022-12-02,1.4,はい
985,2022-03-26,1.1,いいえ
374,2022-05-04,1.4,はい
99,2022-11-04,0.9,いいえ
370,2022-08-07,1.5,はい
228,2022-09-18,0.8,いいえ
198,2022-11-05,0.6,はい
42,2022-06-13,0.6,いいえ
40,2022-04-15,1.1,はい
217,2022-11-25,1.8,いいえ
278,2022-12-03,1.1,いいえ
575,2022-10-09,1.1,はい
340,2022-03-13,0.5,いいえ
844,2022-09-05,0.9,はい
966,2022-01-28,1.0,いいえ
298,2022-12-25,0.6,いいえ
329,2022-04-21,1.5,いいえ
682,2022-12-02,1.6,はい
220,2022-04-02,1.8,はい
254,2022-02-12,0.7,はい
838,2022-07-12,1.9,いいえ
386,2022-07-22,1.2,いいえ
132,2022-01-28,0.8,いいえ
446,2022-03-24,1.2,いいえ
450,2022-01-29,1.5,いいえ
571,2022-06-15,1.1,いいえ
972,2022-02-25,1.7,はい
389,2022-03-27,0.5,はい
559,2022-06-06,1.7,いいえ
570,2022-09-25,1.6,はい
826,2022-12-30,1.8,いいえ
418,2022-09-28,0.6,いいえ
889,2022-03-25,0.9,はい
64,2022-02-16,1.2,はい
87,2022-11-23,0.5,はい
